,img_filename,bbox,data_type,data_source,platform,scale,description,output,answer_id,model_id,correct,bbox_xyxy
328,pc_64c386c3-9d87-4c91-b712-c1d9ab9216ae.png,"[1144, 16, 66, 71]",icon,macos,desktop,0.7576099210822991,run the shortcut,"[1495, 1213]",YU8LGD5Hb7qDrhxNKjz4GV,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1144, 16, 1210, 87]"
329,pc_64c386c3-9d87-4c91-b712-c1d9ab9216ae.png,"[1037, 13, 81, 79]",icon,macos,desktop,0.7576099210822991,share the shortcut,"[1495, 1213]",FcRBiYcinr4MRZBeNnQ8p3,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1037, 13, 1118, 92]"
332,pc_97ce9c11-f20b-4294-982a-f01241c81576.png,"[746, 19, 62, 65]",icon,macos,desktop,0.97391304347826,enlarge the font,"[708, 52]",2R5jVj2kXw6rdSGMLSmRnc,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[746, 19, 808, 84]"
334,mobile_1ca5b944-293a-46a1-af95-eb35bc8a0b2a.png,"[223, 78, 601, 593]",icon,ios,mobile,0.569491525423728,check the weather,"[2008, 198]",69L2xPnPQxAEJWKGVpYPq8,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[223, 78, 824, 671]"
335,mobile_1ca5b944-293a-46a1-af95-eb35bc8a0b2a.png,"[879, 75, 599, 269]",icon,ios,mobile,0.569491525423728,view world clock,"[1945, 1501]",CqGecUXU5ePYdYATqyr9cn,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[879, 75, 1478, 344]"
338,mobile_6949b916-64c8-431f-8842-a29a9a557641.png,"[40, 64, 80, 66]",icon,ios,mobile,0.569491525423728,menu,"[820, 124]",X7SbxSu3ntTKNpgwD8zqD9,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[40, 64, 120, 130]"
339,mobile_6949b916-64c8-431f-8842-a29a9a557641.png,"[1077, 78, 92, 115]",icon,ios,mobile,0.569491525423728,select source language,"[811, 122]",kwjXfeWiHiDTpMWyga4gyP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1077, 78, 1169, 193]"
341,mobile_702eab66-81f1-4aac-a252-37b5f7c3ae68.png,"[1681, 1407, 103, 103]",icon,ios,mobile,0.569491525423728,translate,"[811, 122]",Gf385EbjbirFJhwfmQBW9a,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1681, 1407, 1784, 1510]"
352,mobile_1c1d54b4-5ac1-40cd-9dc6-21a8d3c97d6e.png,"[2134, 439, 140, 286]",icon,ios,mobile,0.569491525423728,adjust the voice,"[1935, 212]",XTEKnVBwxtAyvAEejFJ2Wk,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2134, 439, 2274, 725]"
354,mobile_0570bb62-77b0-4d1d-90f4-5e322c2bca17.png,"[2019, 55, 86, 83]",icon,ios,mobile,0.569491525423728,handwrite mode,"[1134, 98]",RUyajK8a9jd9QrbnYdBo7v,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2019, 55, 2105, 138]"
356,mobile_4b1df148-c6ac-452a-b55d-f8e6c6dee059.png,"[770, 304, 192, 275]",text,ios,mobile,0.569491525423728,open result file,"[1496, 391]",EUEH7wvRGjVis8gmC4b6kR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[770, 304, 962, 579]"
361,mobile_a8181231-d30c-4051-9ff2-16808694adbf.png,"[2097, 58, 77, 77]",icon,ios,mobile,0.569491525423728,add a new page,"[207, 96]",29btYj2MAk2oBtWJpd8BCN,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2097, 58, 2174, 135]"
368,mobile_1a514eae-4ee0-4780-a059-c47715828e3b.png,"[606, 1679, 216, 216]",icon,ios,mobile,0.5743589743589741,screen recorder,"[195, 1020]",TLQQtEEHrdcLW5bPxF35Y4,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[606, 1679, 822, 1895]"
375,mobile_3925834b-893d-4cdf-b9cf-a602466175f3.png,"[49, 1269, 1072, 137]",text,ios,mobile,0.5743589743589741,check wlan settings,"[988, 1206]",adfp7WRR5pyAg68MzkXjMN,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[49, 1269, 1121, 1406]"
384,mobile_5c9fb5f1-7d84-4283-8ba4-7821a9545c95.png,"[993, 530, 92, 99]",icon,ios,mobile,0.5743589743589741,view detail information about pjlab-office,"[585, 567]",5ediZxtcW4hEmViSWr7UeF,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[993, 530, 1085, 629]"
392,mobile_db81809e-7672-4329-8453-f622d97fa7ca.png,"[913, 717, 164, 105]",icon,ios,mobile,0.5743589743589741,open allow siri when locked,"[585, 767]",ekmtPusyCwiKhZCbFxDdX2,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[913, 717, 1077, 822]"
396,mobile_e3249127-d727-4553-9a2a-db645f430d9b.png,"[577, 1149, 496, 88]",text,ios,mobile,0.5743589743589741,last 10 days data,"[585, 1755]",HTZaZBUn2F3s3jDrEU372p,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[577, 1149, 1073, 1237]"
397,mobile_e3249127-d727-4553-9a2a-db645f430d9b.png,"[915, 527, 158, 97]",icon,ios,mobile,0.5743589743589741,open low power mode,"[585, 736]",ZG5RyPiFeHwh2VzeZ7bF73,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[915, 527, 1073, 624]"
400,mobile_907cb7d2-9953-476e-b589-5526587c3913.png,"[965, 2105, 145, 153]",icon,ios,mobile,0.5743589743589741,invert the lens,"[67, 163]",U5cNc3DkFTtKjdrVbdwbpW,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[965, 2105, 1110, 2258]"
429,mobile_8da8fbf4-c2b0-495f-88d3-9eb682c15ce7.png,"[976, 1591, 147, 74]",text,ios,mobile,0.5743589743589741,more information about classical christmas,"[585, 698]",f3nNmbsrNeJXsJu2kvY74W,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[976, 1591, 1123, 1665]"
432,mobile_efa861a6-0810-4c8a-9bca-4f481641d03d.png,"[883, 168, 71, 80]",icon,ios,mobile,0.5743589743589741,add a new one,"[146, 1777]",U3bqF3v4LrzzxuFuNmPdhd,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[883, 168, 954, 248]"
433,mobile_efa861a6-0810-4c8a-9bca-4f481641d03d.png,"[1039, 166, 82, 84]",icon,ios,mobile,0.5743589743589741,more details,"[146, 1775]",NY7NpFSKkX5wUB8fXrGLZA,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1039, 166, 1121, 250]"
442,mobile_fbadc3d2-cde6-43f5-a33c-a648a9299963.png,"[47, 958, 235, 237]",text,ios,mobile,0.5743589743589741,all clear the calculator,"[997, 1354]",LiwC8BBhedwoP48vY5KSps,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[47, 958, 282, 1195]"
448,mobile_3a1f306e-784a-411a-98cb-f11a2157a5c7.png,"[736, 2282, 187, 151]",text,ios,mobile,0.5743589743589741,check messages,"[1075, 2346]",F2cCreSdv2KeTsERMbGpiP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[736, 2282, 923, 2433]"
458,mobile_a14fb632-fab9-4537-8c7b-8c650fd91bd7.png,"[970, 1397, 111, 122]",icon,ios,mobile,0.5743589743589741,favorite the music,"[854, 1455]",dwtMjJqrLx3zYWLmcx8pi5,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[970, 1397, 1081, 1519]"
460,mobile_a14fb632-fab9-4537-8c7b-8c650fd91bd7.png,"[747, 1866, 137, 137]",icon,ios,mobile,0.5743589743589741,view comments,"[1035, 1836]",U4j4warvzp2bRTukQh9QAH,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[747, 1866, 884, 2003]"
462,mobile_a14fb632-fab9-4537-8c7b-8c650fd91bd7.png,"[780, 2150, 101, 109]",icon,ios,mobile,0.5743589743589741,next song,"[585, 2202]",3ZFw5m6ZBUrtd7QXrdBC4g,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[780, 2150, 881, 2259]"
466,mobile_9bd1779a-91ee-4a59-8904-3850434b1421.png,"[1022, 145, 118, 118]",icon,ios,mobile,0.5743589743589741,write a message,"[585, 1871]",D7KXN4SL8ZaXkM8tuu28vW,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1022, 145, 1140, 263]"
470,mobile_8d5dea76-69b8-4076-82ef-38b2fb8a1b30.png,"[796, 1704, 244, 224]",icon,android,mobile,0.622222222222222,customize focus time,"[540, 1788]",bvfDg5bxsQc4Pa6MXAiRPL,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[796, 1704, 1040, 1928]"
471,mobile_b012267b-fcd6-4d0c-991a-f2a4afd0a2ff.png,"[194, 883, 102, 447]",icon,android,mobile,0.622222222222222,check tuesday data details,"[242, 1644]",6xocLtR5xJdqyabLtCjQnR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[194, 883, 296, 1330]"
472,mobile_b012267b-fcd6-4d0c-991a-f2a4afd0a2ff.png,"[524, 386, 500, 175]",text,android,mobile,0.622222222222222,display data by week,"[540, 1014]",dPq9qApxDwTCZu34T7otdJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[524, 386, 1024, 561]"
473,mobile_b012267b-fcd6-4d0c-991a-f2a4afd0a2ff.png,"[503, 240, 513, 142]",text,android,mobile,0.622222222222222,switch to focus mode,"[98, 168]",M4KqEcE3QSmWEJBoKFQWUg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[503, 240, 1016, 382]"
478,mobile_db3c83d0-b179-4661-88d4-baf938bcf477.png,"[922, 114, 106, 114]",icon,android,mobile,0.622222222222222,scan qr code,"[540, 936]",8TaHsThVQqDUhBmfPeYndh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[922, 114, 1028, 228]"
484,mobile_5c883ab7-6769-436e-a677-96b0f5a4c950.png,"[27, 118, 187, 102]",text,android,mobile,0.622222222222222,open photo,"[540, 1171]",B2bpQFmAo3bteYCwhF5PSB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[27, 118, 214, 220]"
485,mobile_5c883ab7-6769-436e-a677-96b0f5a4c950.png,"[983, 130, 73, 102]",icon,android,mobile,0.622222222222222,enter settings,"[540, 1171]",n5LtQ6afheybQbxgZcdfTw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[983, 130, 1056, 232]"
507,mobile_dc3bbcd3-d7bb-4ce2-be50-eb6f564d2ddc.png,"[48, 236, 334, 175]",text,android,mobile,0.622222222222222,display recent opened files,"[180, 644]",XuxuURGcfjMjTSKvNPvyeo,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[48, 236, 382, 411]"
510,mobile_74f38270-ccc5-423e-813e-b7f1ac6ff665.png,"[540, 561, 252, 289]",text,android,mobile,0.622222222222222,display all videos,"[975, 163]",ASQRzBqvnibzHweb67ufk7,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[540, 561, 792, 850]"
511,mobile_74f38270-ccc5-423e-813e-b7f1ac6ff665.png,"[284, 1200, 252, 321]",icon,android,mobile,0.622222222222222,display all photos ,"[948, 162]",jLt6byykQGRhDQbokn2n7r,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[284, 1200, 536, 1521]"
514,mobile_275415f1-ade1-4210-9e92-8f998a671c96.png,"[723, 1013, 106, 89]",icon,android,mobile,0.622222222222222,create a new folder,"[673, 658]",KjcghfkgA7qERWGiHUnLD9,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[723, 1013, 829, 1102]"
515,mobile_275415f1-ade1-4210-9e92-8f998a671c96.png,"[60, 220, 313, 171]",text,android,mobile,0.622222222222222,display recent opened files,"[152, 675]",bo4z2eTJMfY8KjEPMSP59f,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[60, 220, 373, 391]"
519,mobile_4fafbd92-0af2-4b02-9cf8-952227fd9993.png,"[796, 1017, 220, 155]",icon,android,mobile,0.622222222222222,open clock at 3,"[540, 1097]",eiPW6qsGsCCRkSZqYp5iMy,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[796, 1017, 1016, 1172]"
520,mobile_4fafbd92-0af2-4b02-9cf8-952227fd9993.png,"[837, 2042, 175, 114]",icon,android,mobile,0.622222222222222,close clock at 6,"[540, 2129]",JMUJfcud8dfynVfNH6KMBE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[837, 2042, 1012, 2156]"
522,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a.png,"[97, 1228, 435, 106]",text,android,mobile,0.622222222222222,set timer for created task,"[318, 1642]",2zJMfaGFwSvj2aMsWr6kLE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[97, 1228, 532, 1334]"
523,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a.png,"[800, 1261, 203, 65]",text,android,mobile,0.622222222222222,done,"[890, 1621]",nYF49osfpfhPbjenab29N6,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[800, 1261, 1003, 1326]"
524,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a.png,"[894, 1554, 155, 98]",icon,android,mobile,0.622222222222222,fold input method,"[964, 2103]",9hkWztzN9Xvk4g6QdziUm5,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[894, 1554, 1049, 1652]"
527,mobile_caaf7ec0-c1ee-4edc-8b42-37bfa11c4dd3.png,"[44, 260, 325, 146]",text,android,mobile,0.622222222222222,open notes,"[540, 710]",cTiKszSEyQ39r4v9GM5t77,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[44, 260, 369, 406]"
531,mobile_165687dd-c6c2-4f44-a84d-3e9a2af95ffe.png,"[589, 240, 163, 159]",text,android,mobile,0.622222222222222,display calendar by days,"[135, 290]",2UMto3y98yWRMWPx4hPrgr,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[589, 240, 752, 399]"
534,mobile_414acb14-025e-462a-9d1c-6410df04db7f.png,"[926, 114, 118, 126]",icon,android,mobile,0.622222222222222,open options,"[90, 170]",7YgUZRqkakMXxW3se56D6N,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[926, 114, 1044, 240]"
538,mobile_d17dfa46-fc13-4f38-9261-3f9f7171067b.png,"[36, 1302, 1009, 216]",text,android,mobile,0.622222222222222,set default wallent,"[922, 1165]",cv3tChtBJh6irQ4XjeTawJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[36, 1302, 1045, 1518]"
540,mobile_0dcb6532-d25e-4bb0-8746-ccdbec623bce.png,"[931, 130, 110, 98]",icon,android,mobile,0.622222222222222,scan qr code,"[540, 414]",49EBa4D4JhakGua4RreXmE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[931, 130, 1041, 228]"
542,mobile_6e08b93a-9271-40ac-9dd0-f1f95f8d8675.png,"[808, 1611, 203, 94]",icon,android,mobile,0.622222222222222,open auto-rotate screen,"[540, 1656]",mn2UDNFC8QVrpZ354CBXHM,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[808, 1611, 1011, 1705]"
548,mobile_3607031a-15bb-48cd-a2e6-84a7ce433173.png,"[40, 1192, 1009, 167]",text,android,mobile,0.622222222222222,display options,"[122, 1655]",UwrxM6m9Snm3FjywYdUmwQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[40, 1192, 1049, 1359]"
552,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2.png,"[894, 106, 155, 142]",icon,android,mobile,0.622222222222222, battery options,"[540, 615]",MhXeuVyK5Mwpca4mQex3zn,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[894, 106, 1049, 248]"
553,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2.png,"[686, 842, 374, 212]",icon,android,mobile,0.622222222222222,change battery setting for better performance,"[900, 1186]",PM23PzkhzkQeS5fsqFhrHT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[686, 842, 1060, 1054]"
554,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2.png,"[804, 1131, 224, 146]",icon,android,mobile,0.622222222222222,open ultra battery saver,"[540, 1187]",UsoVg4X6BMVoanC6o4Es5K,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[804, 1131, 1028, 1277]"
555,mobile_3b5ab7d3-8e84-4be1-83ba-801882db294b.png,"[80, 1102, 191, 199]",icon,android,mobile,0.622222222222222,clear,"[405, 1202]",SayyJvb3VCxoEZTb79fLjw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[80, 1102, 271, 1301]"
559,mobile_cebc7e07-8ab3-4232-acdd-aa2884af2e66.png,"[15, 476, 183, 142]",icon,android,mobile,0.622222222222222,open gmail,"[964, 1856]",2YezcMdsafte33qoagjWyF,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[15, 476, 198, 618]"
564,mobile_569a4f5a-01f0-4386-89ba-768e1f88d38e.png,"[577, 2180, 207, 183]",text,android,mobile,0.622222222222222,display wearing device,"[837, 832]",c5ZJZe5hJDh3zw94ogMGAu,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[577, 2180, 784, 2363]"
571,mobile_df5320bc-03e4-4e4e-bcc2-67cfd9b344ec.png,"[402, 260, 256, 203]",icon,android,mobile,0.622222222222222,show week steps recordings,"[540, 948]",BVY88itUtD2CChoht3hS4c,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[402, 260, 658, 463]"
572,mobile_df5320bc-03e4-4e4e-bcc2-67cfd9b344ec.png,"[699, 256, 301, 195]",icon,android,mobile,0.622222222222222,show steps recording by month,"[540, 949]",35vzBBAcscFUaSRZBdVLtb,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[699, 256, 1000, 451]"
574,mobile_e277f0fc-fe73-4304-9d8e-2bc4613e1986.png,"[40, 232, 484, 590]",icon,android,mobile,0.622222222222222,check sleeping time,"[705, 2065]",m3UvoRbDBS5yhPvTjjuvfQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[40, 232, 524, 822]"
577,mobile_f515dd3d-41eb-4fe9-b74a-ac66e60a8b75.png,"[548, 2091, 435, 171]",text,android,mobile,0.622222222222222,agree,"[540, 1923]",oKcR4CpMTSFWwhmyXqaECU,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[548, 2091, 983, 2262]"
581,mobile_63949247-1001-4d4e-9f49-81c85f7308e8.png,"[735, 1713, 334, 301]",icon,android,mobile,0.622222222222222,raise air conditioner temperature,"[180, 48]",RibmXniQghuDz3zon7Rz4f,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[735, 1713, 1069, 2014]"
591,mobile_ee2362d3-17a7-479e-9f99-fd8378aae866.png,"[68, 423, 460, 285]",icon,android,mobile,0.622222222222222,turn off wifi,"[297, 855]",3EViyK6Hqbo7sqsmsFSNxm,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[68, 423, 528, 708]"
593,mobile_ee2362d3-17a7-479e-9f99-fd8378aae866.png,"[902, 260, 114, 163]",icon,android,mobile,0.622222222222222,manage the outlayer,"[405, 1105]",UgvSP5GPaB9TdUH7BKuanh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[902, 260, 1016, 423]"
596,mobile_f53240ec-a09f-4857-9ca1-db5fb79455c3.png,"[792, 1623, 268, 268]",text,android,mobile,0.622222222222222,open notes,"[940, 2065]",cjjwzJDonxp4tNDzzyPUzN,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[792, 1623, 1060, 1891]"
597,mobile_b9537ded-e771-43c7-bab4-1db747625d87.png,"[2143, 54, 80, 85]",icon,ios,mobile,0.569491525423728,add a new item,"[737, 821]",PztXh74yGMc48vsRnMi4bF,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2143, 54, 2223, 139]"
600,mobile_4e17db8b-85df-4278-ba0a-9f03e5ca85da.png,"[2088, 961, 118, 74]",icon,ios,mobile,0.569491525423728,open the dark appearance dims wallpaper,"[1640, 663]",GjPh4UthwtRytVEqGTwB89,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2088, 961, 2206, 1035]"
601,mobile_6ded1777-d4c3-485f-b28a-7754e0e9c024.png,"[2123, 1083, 107, 66]",icon,ios,mobile,0.569491525423728,open only draw with apple pencil,"[1617, 1132]",ZvtgaFRrkufkfMfbZVCrMJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2123, 1083, 2230, 1149]"
603,mobile_ed417132-c4e4-41c9-adae-d150aecada69.png,"[877, 404, 600, 268]",icon,ios,mobile,0.569491525423728,open files in ipad,"[295, 1504]",bYoYeHFapvqhJJiwdNDhgJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[877, 404, 1477, 672]"
604,mobile_124e877d-d29c-45e4-bdc2-cbc729c702c9.png,"[798, 1436, 146, 148]",icon,ios,mobile,0.569491525423728,open memo app,"[995, 1501]",bRWHjtgjNUFhUQ88ESa59w,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[798, 1436, 944, 1584]"
605,mobile_f859f69e-20c1-4630-9435-e959c43590d5.png,"[497, 54, 74, 70]",icon,ios,mobile,0.569491525423728,add a new tab,"[205, 87]",Jc2VnzjdXUVdgBAo5wsSpZ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[497, 54, 571, 124]"
610,mobile_95b2eec8-7804-474f-bf47-7c13a7a02595.png,"[974, 54, 163, 87]",icon,ios,mobile,0.569491525423728,new private window,"[1320, 101]",Lub5tJKxie6ZEUyvd6tM79,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[974, 54, 1137, 141]"
614,mobile_d3771dd7-e526-4b87-8971-247ca5582e85.png,"[543, 652, 113, 72]",icon,ios,mobile,0.569491525423728,stop sharing my location,"[368, 688]",adfbyjnp4ZBfVMTH24HrSF,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[543, 652, 656, 724]"
615,mobile_f5b4ae93-55f8-4f0c-9c9e-dda8685c37b5.png,"[1318, 180, 410, 320]",icon,ios,mobile,0.569491525423728,create a new workbook for total a list,"[442, 340]",oL9uj3dysnyjDoqP4xq648,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1318, 180, 1728, 500]"
617,mobile_63cdee53-9026-46c9-9b69-639452091dcc.png,"[14, 74, 99, 99]",icon,ios,mobile,0.569491525423728,go to user account page,"[64, 542]",gMZiRA4eg4GYr97rVwQn2x,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[14, 74, 113, 173]"
619,mobile_3d3cacff-2019-4577-9395-21b45a0c548b.png,"[932, 780, 54, 58]",icon,ios,mobile,0.569491525423728,remove maps from the desktop,"[971, 846]",SyiAsxwupQCQgHpQL6SziJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[932, 780, 986, 838]"
620,mobile_6778b255-174f-401e-ab98-b5bbe554a141.png,"[27, 27, 128, 62]",icon,ios,mobile,0.569491525423728,add a new app to the desktop,"[1989, 207]",WLHBJpNPZULKriCuFSg3Dw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[27, 27, 155, 89]"
621,mobile_6778b255-174f-401e-ab98-b5bbe554a141.png,"[928, 866, 58, 56]",icon,ios,mobile,0.569491525423728,remove chrome from the desktop,"[995, 956]",MJNmuwWWMqdwKjfmuUoAAQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[928, 866, 986, 922]"
