,img_filename,bbox,data_type,data_source,platform,scale,description,output,answer_id,model_id,correct,bbox_xyxy
908,web_3fed2169-3c3d-43e7-baaa-3bf0e0c7134c.png,"[1880, 205, 66, 67]",icon,gitlab,web,0.525,more information,"[232, 217]",S6yKuT93qBsDTPvpvEMaBr,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1880, 205, 1946, 272]"
910,web_6466b8cc-deea-451a-8019-d0684052d771.png,"[1731, 1045, 71, 53]",icon,gitlab,web,0.525,comment to administrator,"[1192, 1241]",RGP5z6K56J8SFPp7yXSXcs,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1731, 1045, 1802, 1098]"
915,web_4befbc37-411b-4621-8a3c-c1d95676efa1.png,"[1031, 661, 109, 66]",icon,gitlab,web,0.525,add a new file,"[1944, 695]",Qkvvzh9c3Gi7EtoqABaDBi,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1031, 661, 1140, 727]"
919,web_3eca74aa-1d45-45a3-ae2b-694ae83b0068.png,"[2427, 529, 64, 63]",icon,gitlab,web,0.525,download the file,"[2409, 563]",CxvFNrPLf5xTPWraxWbtJu,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2427, 529, 2491, 592]"
921,web_48737870-2f75-4199-a2d0-176d04543b2b.png,"[2427, 342, 70, 77]",icon,gitlab,web,0.525,more information of n-lab project,"[249, 380]",3JBKZcrxDncQLE3Am3FfrP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2427, 342, 2497, 419]"
930,web_921e2d81-b8a5-425a-81e6-476cd16f9bdb.png,"[172, 186, 535, 86]",text,shop,web,0.525,view detail of products,"[2320, 358]",WuPYsuBNQ4fNqfRbySNwEu,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[172, 186, 707, 272]"
933,web_d2dd06b0-8826-4dd6-a3b7-0d88c123a04b.png,"[1679, 607, 178, 71]",icon,shop,web,0.525,adjusting the number of displays per page,"[2268, 645]",RM9pfoEnVZNzCyQPcexFsq,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1679, 607, 1857, 678]"
943,web_10e24c0f-e9af-4542-b074-5a14a7645717.png,"[1109, 4, 122, 88]",icon,shop,web,0.525,close the sales,"[89, 335]",TkGSQcKAuKQuhUnUC6VJxD,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1109, 4, 1231, 92]"
946,web_dd867d69-511e-4ab2-834e-2e111c7b3198.png,"[417, 862, 353, 57]",icon,shop,web,0.525,enter search query,"[1619, 853]",Ek2z3GbQ2s5Cmd6AffwBwg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[417, 862, 770, 919]"
947,web_d3f48983-3396-4249-990c-d1214fbed944.png,"[33, 1186, 231, 72]",text,shop,web,0.525,add the first product into cart,"[1638, 1356]",8fCSzCHj4MLzRhbLn3T5dB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[33, 1186, 264, 1258]"
964,web_f80a102f-7b1a-40f4-ad52-193e52d0cda0.png,"[1571, 1141, 457, 82]",text,shop,web,0.525,comment to elmwood inn fine tea,"[1798, 571]",RkETBwvCVLkYkuLE4VuisT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1571, 1141, 2028, 1223]"
970,web_2595ae32-9df7-4198-a48e-6c291a1fb01c.png,"[60, 341, 130, 160]",icon,shop,web,0.525,previous images,"[320, 1238]",Rfwr5unHnBuFEuEupR7tRB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[60, 341, 190, 501]"
976,web_844d70be-3743-409c-abf0-a148975fdbc8.png,"[2434, 775, 70, 66]",icon,shop,web,0.525,sort from largest to smallest,"[2312, 803]",95zowSWVHGv95iSw5LnoSC,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2434, 775, 2504, 841]"
979,web_a6e78bca-0f72-405b-8bda-7c0edc617b4e.png,"[2364, 444, 146, 101]",text,shop,web,0.525,details about dead sea collection salt,"[1260, 491]",o7qqeVstPFEJK3598TGkZw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2364, 444, 2510, 545]"
984,web_b2d92416-5c93-4a09-8304-44b8d166a7c7.png,"[342, 823, 382, 67]",text,shop,web,0.525,sign up for newsletter,"[860, 748]",YhZTz8QjofvjEMiRjTXPnb,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[342, 823, 724, 890]"
987,web_3acb3026-cbd7-4e41-8fb7-2b8a2e7e4fcb.png,"[2472, 223, 68, 68]",icon,shop,web,0.525,close shopping cart,"[2158, 447]",9DKNW6mB23ukeVzHqqFx6h,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2472, 223, 2540, 291]"
1002,web_587b0743-0e7a-4291-811b-4d6fb5510fb3.png,"[94, 1310, 135, 86]",text,forum,web,0.525,post the comment,"[249, 548]",VmmHUDZZASm5Z5zvAf69rz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[94, 1310, 229, 1396]"
1004,web_89d60b8b-3f6d-4160-93d4-1791d4899455.png,"[122, 351, 56, 45]",icon,forum,web,0.525,unsupport the book,"[2179, 329]",NwyzW68XfVxrQnvWwJjUKv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[122, 351, 178, 396]"
1005,web_89d60b8b-3f6d-4160-93d4-1791d4899455.png,"[304, 15, 181, 82]",text,forum,web,0.525,check the forums,"[2179, 1043]",hTk8kDPbnD9TXPW4WTPQKB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[304, 15, 485, 97]"
1007,web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png,"[320, 294, 198, 78]",text,forum,web,0.525,check the comments,"[283, 1087]",6SoM3nv4kKgyoGSLD98Bga,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[320, 294, 518, 372]"
1011,web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png,"[122, 591, 57, 49]",icon,forum,web,0.525,support the second book,"[720, 628]",hZhrcCsQMYvAL9zGuEyJvi,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[122, 591, 179, 640]"
1013,web_4af68da5-d7bb-4910-b434-1301097cda1f.png,"[2075, 652, 239, 86]",text,forum,web,0.525,subscribe the second book,"[2200, 480]",KpZsfgqSHJRWv3Y9bRYzuA,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2075, 652, 2314, 738]"
1017,web_ab471260-bba4-4f1a-a34b-2391c3c88674.png,"[382, 592, 93, 53]",text,forum,web,0.525,replay the no.82 comment,"[401, 325]",aiki8jNwhqn8QVzHnhbuQg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[382, 592, 475, 645]"
1018,web_ab471260-bba4-4f1a-a34b-2391c3c88674.png,"[1705, 1004, 96, 44]",text,forum,web,0.525,hide the no.140 comment,"[327, 1070]",T9FaJ2XkKh55HGYRbC4YS2,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1705, 1004, 1801, 1048]"
1019,web_0481a1db-93fd-4d1e-9146-15526e37eacd.png,"[46, 661, 119, 59]",text,forum,web,0.525,check the profile of user knittedjedi,"[329, 788]",k6EbSp6Y4Ve6BsStkGR6Dc,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[46, 661, 165, 720]"
1020,web_0481a1db-93fd-4d1e-9146-15526e37eacd.png,"[129, 1078, 59, 51]",icon,forum,web,0.525,support the no. 72 comment,"[529, 1150]",QeBrCvj27GXxtTp7XURJHW,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[129, 1078, 188, 1129]"
1028,web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png,"[204, 306, 129, 57]",text,forum,web,0.525,upload a image for the submission,"[710, 1047]",92xzYBtiFNQThTFf8ZhrC7,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[204, 306, 333, 363]"
1034,web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,"[438, 829, 44, 44]",icon,forum,web,0.525,open external links in the new tab,"[680, 847]",LHV4wQhgq2M3SbnrDDfjPV,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[438, 829, 482, 873]"
1043,web_516f6429-4157-45f8-93a4-db1d525cedb9.png,"[748, 851, 46, 45]",icon,forum,web,0.525,close the message box,"[2491, 1253]",BGgsezsSKwtFitp6aFzn95,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[748, 851, 794, 896]"
1049,web_ff1666cb-81cb-4180-94ee-661a111749e4.png,"[1295, 509, 1065, 120]",text,forum,web,0.525,check the letters,"[1280, 60]",iyHdqEne97WhhszhShUMq3,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1295, 509, 2360, 629]"
1056,web_28c3aef4-8c82-4746-8cfa-3aa747127c97.png,"[435, 409, 164, 82]",text,forum,web,0.525,search with the current search query,"[906, 337]",FD8JerHzLqAXAbibsCqi9W,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[435, 409, 599, 491]"
1060,web_626e849e-afe2-47c7-8e67-da7331497c25.png,"[1262, 295, 67, 83]",icon,forum,web,0.525,delete the search query,"[489, 822]",FQwogaJYggwd46bWCxPw4s,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1262, 295, 1329, 378]"
1064,web_533f02b1-e687-462f-9d14-5a25f54d9464.png,"[96, 372, 297, 86]",text,forum,web,0.525,create a new page,"[2179, 459]",SmTQWyxjKDHfyGmjVBKu8q,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[96, 372, 393, 458]"
1067,web_7562f51e-fb02-4c70-a69c-bf02a6b253fa.png,"[124, 418, 51, 37]",icon,forum,web,0.525,support the first new,"[2179, 695]",EUCRVQkSAxk4nxF42fVFSR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[124, 418, 175, 455]"
1069,web_7fa2512c-eaa9-4195-a8a3-a1ad5d359ff1.png,"[185, 831, 1476, 226]",icon,forum,web,0.525,check the details of the third new,"[2179, 405]",FKfCQhMQU6SAKfuVU6Reep,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[185, 831, 1661, 1057]"
1070,web_65dfb15c-e1f6-4260-9096-85ab73dde428.png,"[1899, 1053, 134, 83]",text,forum,web,0.525,hide this forum,"[2179, 693]",aFSkRYSzmyhoiCSTTbkYZv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1899, 1053, 2033, 1136]"
1071,web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png,"[1969, 1259, 42, 36]",icon,forum,web,0.525,close the ad banner,"[2011, 504]",DbSasRy2uk49wHwJnV6nxz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1969, 1259, 2011, 1295]"
1075,web_11acd5dc-63ab-415f-823d-10cd68acef01.png,"[257, 306, 170, 109]",text,forum,web,0.525,check the weather news,"[200, 620]",WM7ZCBpn8wkWDXnf8s6x9c,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[257, 306, 427, 415]"
1085,web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png,"[511, 122, 82, 68]",icon,tool,web,0.525,search the result,"[200, 156]",YmuzkZ4GiSt4z3hjNhxUEh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[511, 122, 593, 190]"
1086,web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png,"[2473, 127, 85, 82]",icon,tool,web,0.525,zoom in on the map,"[2510, 594]",BLDPJoMjoVLbHS5e7ukcmE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2473, 127, 2558, 209]"
1090,web_f2db3d49-18fb-4517-8de8-bd5d73efecb9.png,"[2486, 288, 71, 82]",icon,tool,web,0.525,locate to my position,"[2529, 594]",MsUdmevDzRHBzVsCJWkkhf,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2486, 288, 2557, 370]"
1091,web_2d6ce349-19b2-438b-bc41-611bb64ee63b.png,"[511, 124, 76, 63]",text,tool,web,0.525,search the result,"[264, 158]",MygyZxyiJQLGyw7CiNViKk,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[511, 124, 587, 187]"
1097,web_bbe84736-3a87-4cc1-b9f1-e10144d28f94.png,"[385, 1034, 153, 41]",text,tool,web,0.525,check the result in new york,"[350, 779]",JikarihUUqJUBSAzZcSK9A,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[385, 1034, 538, 1075]"
1098,web_bbe84736-3a87-4cc1-b9f1-e10144d28f94.png,"[604, 127, 79, 68]",icon,tool,web,0.525,navigating to boston,"[320, 158]",HratRGG9PEvMdFKikMVteH,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[604, 127, 683, 195]"
1099,web_da9f908d-568d-4d65-8587-47870f78f678.png,"[492, 18, 55, 71]",icon,tool,web,0.525,more option of edit button,"[464, 53]",AjbdwtrPdTGwCA2njdBAvt,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[492, 18, 547, 89]"
1100,web_da9f908d-568d-4d65-8587-47870f78f678.png,"[2065, 23, 79, 55]",text,tool,web,0.525,need help,"[2520, 788]",3UqpbfWW7XaDESjNUQAsxL,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2065, 23, 2144, 78]"
1102,web_4b78be88-30cd-401d-8d6d-4ef5a035fbda.png,"[1921, 715, 87, 90]",icon,tool,web,0.525,add a place mark,"[1969, 651]",FuqmAP3BzypNPUfTwsuqHG,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1921, 715, 2008, 805]"
1103,web_4b78be88-30cd-401d-8d6d-4ef5a035fbda.png,"[1650, 32, 205, 52]",text,tool,web,0.525,check communities,"[2009, 1009]",2EyaTCo78PxVcFqdHxXXgs,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1650, 32, 1855, 84]"
1108,web_e067ae0f-989b-4e7f-9891-aea5d284a8de.png,"[33, 805, 727, 68]",icon,tool,web,0.525,check the first direction,"[380, 880]",bwsExWmRcnSWqsCCsMZZqW,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[33, 805, 760, 873]"
1110,web_fa131c38-3d94-4e5a-ba3a-269724d93a30.png,"[2292, 1051, 36, 36]",icon,tool,web,0.525,close the location labels on the map,"[2179, 1089]",npTtxyU9sVyo3AJNZUYrX2,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2292, 1051, 2328, 1087]"
1111,web_fa131c38-3d94-4e5a-ba3a-269724d93a30.png,"[25, 1048, 721, 115]",text,tool,web,0.525,"check the direction of ""slight left onto hancock street""","[377, 1209]",DpNeXPAHSVoCQGAHWhk668,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[25, 1048, 746, 1163]"
1116,web_2345b5ec-6280-470e-9a6d-92a85d8b8873.png,"[107, 1053, 150, 44]",text,tool,web,0.525,goto starbucks in auburn street,"[348, 1081]",6TqY4tuZJiZ5yeS3sZM5Qb,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[107, 1053, 257, 1097]"
1126,web_c5db0d44-6584-42e2-85c7-e4802276bad0.png,"[1418, 553, 52, 55]",icon,tool,web,0.525,add a note for the place on the map,"[140, 1308]",4oq9BDkc7vuvDuWNWdXDDz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1418, 553, 1470, 608]"
1130,web_e0425287-c246-4122-a26e-6e0ca5958d4e.png,"[2046, 704, 415, 38]",icon,tool,web,0.525,check geo uri,"[2009, 651]",o8Vy57PZ5gRrB8kGQrSLcN,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2046, 704, 2461, 742]"
1132,web_adbf2de0-3a79-4ffd-b344-b4a068f192ea.png,"[2473, 521, 82, 82]",icon,tool,web,0.525,more information,"[2510, 876]",KEkajbSafbfq4ums9c76ak,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2473, 521, 2555, 603]"
1135,web_40de46fb-69c0-4de1-b4c6-9349c812450e.png,"[1497, 936, 117, 82]",icon,tool,web,0.525,select search langugage,"[1280, 980]",2Q6oJdBmQqHFcKaaNN6yWh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1497, 936, 1614, 1018]"
1141,web_467ae916-9a16-4517-85cc-f439c79e8c44.png,"[1653, 788, 126, 107]",icon,tool,web,0.525,search result,"[1280, 834]",WjQnKmGddtP4dZKX2XrXz7,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1653, 788, 1779, 895]"
1145,web_c762cbb8-b6b0-48e3-84ad-5c4090137fa2.png,"[1617, 936, 109, 87]",icon,tool,web,0.525,search result for machine learning,"[1211, 1064]",7RiML4woseFBBu5q3Yzm2c,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1617, 936, 1726, 1023]"
1147,web_7777a073-0358-46a8-babb-60c07c7bb17d.png,"[1041, 1034, 38, 36]",icon,tool,web,0.525,look into reference [1],"[1001, 1057]",drrwFsmiFcwgRaq2NC2hUe,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1041, 1034, 1079, 1070]"
1148,web_77e68e05-bbe4-4f54-96fa-79f714c17505.png,"[350, 1400, 49, 40]",icon,tool,web,0.525,language setting,"[2112, 491]",mvcDv2dAo852KMTFeQyXM3,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[350, 1400, 399, 1440]"
1151,web_6547e373-2b01-422b-a104-988a43742ba8.png,"[538, 745, 1126, 634]",icon,tool,web,0.525,click on the picture of the day,"[1070, 659]",HKCtbDdBV3P7jrpu9nz6Jv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[538, 745, 1664, 1379]"
1157,web_dc5cf80d-74c4-475e-928f-ee6b7ef254a1.png,"[2008, 827, 107, 117]",text,tool,web,0.525,open mediawiki,"[2200, 840]",hdhqmUS8KmBTiQraudJF62,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2008, 827, 2115, 944]"
1172,web_cd72d06c-67ca-4ed8-b550-dcf4b33e5381.png,"[2385, 1154, 71, 63]",text,tool,web,0.525,open options page,"[2430, 80]",XaafPgd9mee8Lkyqsrzu7Y,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2385, 1154, 2456, 1217]"
1177,web_be6a7bf9-9411-430f-a685-e97c75f44310.png,"[2399, 436, 52, 63]",text,tool,web,0.525,open options,"[2426, 80]",jYRz4926qCbaVPKAbhuTDQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2399, 436, 2451, 499]"
1179,web_dfacd48d-d2c2-492f-b94c-41e6a34ea99f.png,"[1000, 1305, 322, 46]",icon,tool,web,0.525,enter the wikipedia page of champions league,"[2240, 1152]",JYYi6QnLxweMmLpNKwtZJE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1000, 1305, 1322, 1351]"
1181,web_c334b955-9eb9-48c2-998b-9f6cb87bbb8f.png,"[2123, 529, 306, 393]",text,tool,web,0.525,show the image of queen lili's uokalani of hawaii,"[1226, 763]",hEUAfADwkRXrd5xZabwJbc,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2123, 529, 2429, 922]"
1187,web_22e2b9c7-0140-47aa-8e14-cfd883f3baaf.png,"[2358, 829, 41, 71]",text,tool,web,0.525,open linked pdf file,"[2350, 860]",3BnrCiktdKdw6FJgfCfTpT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2358, 829, 2399, 900]"
1188,web_0092e09d-acc7-4ced-8871-47cb05a0a554.png,"[104, 796, 57, 57]",text,tool,web,0.525,let website remmeber account information for no logging in the next year,"[480, 824]",AovpoGomhKzsZGKHtSvxLj,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[104, 796, 161, 853]"
1190,web_0092e09d-acc7-4ced-8871-47cb05a0a554.png,"[107, 887, 729, 79]",icon,tool,web,0.525,log in,"[2289, 80]",fKS4gNRb99DnK7LnHPGqYj,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[107, 887, 836, 966]"
1198,web_d920add5-4b0d-41a6-8de8-2b2b443e7524.png,"[1134, 1190, 839, 82]",icon,tool,web,0.525,download all mediawiki data,"[2047, 874]",5ddTtZyp5EprvoPoyUSSUx,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1134, 1190, 1973, 1272]"
1199,web_55f5dbd0-ac88-4695-a7a8-03f52a7464cb.png,"[1085, 728, 127, 39]",icon,tool,web,0.525,open wikipedia page of football,"[1447, 1346]",UxnD75WzhG6V3TVKvXCtm4,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1085, 728, 1212, 767]"
1200,web_55f5dbd0-ac88-4695-a7a8-03f52a7464cb.png,"[101, 48, 65, 65]",text,tool,web,0.525,open options,"[2426, 80]",FhSZyjHMExsa7UX5CpsZ2N,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[101, 48, 166, 113]"
1201,web_e32af83c-f30c-4104-82b3-d5b9a84ad5ee.png,"[1688, 632, 164, 62]",text,tool,web,0.525,portugal ,"[1740, 897]",EZmRp8jf9Z6bKdMYgPdXeo,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1688, 632, 1852, 694]"
1215,web_df804fb9-f96e-425e-b1a3-fe8f6810a1de.png,"[465, 663, 55, 55]",text,tool,web,0.525,delete the 'article' tag for searching,"[462, 695]",kQkiF5yKSTfMeEk8ihGPVr,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[465, 663, 520, 718]"
1224,web_14087e07-67d9-494e-bdbf-16ed67985a72.png,"[2373, 157, 75, 60]",text,shop,web,0.525,open the shopping cart,"[1169, 792]",7P4mv83Dn2pT9yuYKUsPhv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2373, 157, 2448, 217]"
1228,web_bd7a1ecb-e3e7-4a79-ba7e-91ae27a861ba.png,"[2389, 793, 49, 47]",icon,shop,web,0.525,modify product specifications,"[2120, 803]",EFwomnoKbZVpSobJcQgayq,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2389, 793, 2438, 840]"
1229,web_bd7a1ecb-e3e7-4a79-ba7e-91ae27a861ba.png,"[1914, 611, 514, 86]",text,shop,web,0.525,check the detailed information of the first product in the cart,"[2209, 990]",Q4J4U2DvqbYpPdHZxo9rcV,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1914, 611, 2428, 697]"
1231,web_e103f2b7-edaf-4acc-8b85-6cfb0b9c024c.png,"[976, 354, 112, 73]",text,shop,web,0.525,confirm leaving the shopping cart,"[874, 392]",S3CbQriJTgeCjVdECo3KJM,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[976, 354, 1088, 427]"
1240,web_8998df3c-ece5-4f78-9f34-8b6ef91b1ddb.png,"[1721, 1003, 247, 70]",text,shop,web,0.525,add the cocowhip light to cart,"[2120, 742]",PHiozJLTJV8DbHiuo3dpHf,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1721, 1003, 1968, 1073]"
1241,web_8998df3c-ece5-4f78-9f34-8b6ef91b1ddb.png,"[1607, 260, 42, 49]",icon,shop,web,0.525,remove the first item from the comparison,"[1655, 289]",8BtAoA3nsiXp6d7FRutaqz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1607, 260, 1649, 309]"
1247,web_2450df5d-6082-4941-8fe5-ee61df8e7021.png,"[486, 429, 473, 743]",icon,shop,web,0.525,check the information of the first product,"[226, 790]",X7pwt7mocU9xKHjrdqeKwE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[486, 429, 959, 1172]"
1248,web_2450df5d-6082-4941-8fe5-ee61df8e7021.png,"[844, 1309, 47, 39]",icon,shop,web,0.525,check the price changes for the first item,"[224, 455]",7ZTL5gHqzjVmbf5UQPrqN3,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[844, 1309, 891, 1348]"
1257,web_889c379a-7f36-4aad-9516-b09773cd6b84.png,"[2272, 151, 80, 68]",icon,shop,web,0.525,search the products about football,"[2049, 188]",YP636mScKANGCyt5mf7Qsz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2272, 151, 2352, 219]"
1262,web_29f17af5-5e60-41a0-8a0c-36a991a0a19d.png,"[615, 395, 31, 55]",icon,shop,web,0.525,rate this product with four stars,"[584, 430]",9mZRe3xmCubFohjXPNhnJo,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[615, 395, 646, 450]"
